era_order,era_name,birth_year_band,birth_year_start,birth_year_end,field,gender,nationality_region,nationality,count
1,古代前期,紀元前400–紀元前1,-400,-1,天文学・宇宙論,男性,南アジア,古代インド圏,1
1,古代前期,紀元前400–紀元前1,-400,-1,天文学・宇宙論,男性,南欧,ローマ共和政・帝政圏,2
1,古代前期,紀元前400–紀元前1,-400,-1,天文学・宇宙論,男性,東アジア,戦国・秦漢中国圏,2
1,古代前期,紀元前400–紀元前1,-400,-1,天文学・宇宙論,男性,東地中海,ヘレニズム圏,2
1,古代前期,紀元前400–紀元前1,-400,-1,天文学・宇宙論,男性,東地中海,古代ギリシア,2
1,古代前期,紀元前400–紀元前1,-400,-1,天文学・宇宙論,男性,西アジア,アケメネス朝・ペルシア圏,2
1,古代前期,紀元前400–紀元前1,-400,-1,数学・幾何学,ノンバイナリー／その他,南欧,ローマ共和政・帝政圏,1
1,古代前期,紀元前400–紀元前1,-400,-1,数学・幾何学,ノンバイナリー／その他,東地中海,古代ギリシア,1
1,古代前期,紀元前400–紀元前1,-400,-1,数学・幾何学,女性,北アフリカ,古代エジプト,1
1,古代前期,紀元前400–紀元前1,-400,-1,数学・幾何学,女性,南アジア,古代インド圏,2
1,古代前期,紀元前400–紀元前1,-400,-1,数学・幾何学,女性,南欧,ローマ共和政・帝政圏,2
1,古代前期,紀元前400–紀元前1,-400,-1,数学・幾何学,女性,東アジア,戦国・秦漢中国圏,2
1,古代前期,紀元前400–紀元前1,-400,-1,数学・幾何学,女性,東地中海,ヘレニズム圏,2
1,古代前期,紀元前400–紀元前1,-400,-1,数学・幾何学,女性,東地中海,古代ギリシア,3
1,古代前期,紀元前400–紀元前1,-400,-1,数学・幾何学,女性,西アジア,アケメネス朝・ペルシア圏,2
1,古代前期,紀元前400–紀元前1,-400,-1,数学・幾何学,男性,北アフリカ,古代エジプト,1
1,古代前期,紀元前400–紀元前1,-400,-1,数学・幾何学,男性,南アジア,古代インド圏,2
1,古代前期,紀元前400–紀元前1,-400,-1,数学・幾何学,男性,南欧,ローマ共和政・帝政圏,2
1,古代前期,紀元前400–紀元前1,-400,-1,数学・幾何学,男性,東アジア,戦国・秦漢中国圏,2
1,古代前期,紀元前400–紀元前1,-400,-1,数学・幾何学,男性,東地中海,ヘレニズム圏,2
1,古代前期,紀元前400–紀元前1,-400,-1,数学・幾何学,男性,東地中海,古代ギリシア,3
1,古代前期,紀元前400–紀元前1,-400,-1,数学・幾何学,男性,西アジア,アケメネス朝・ペルシア圏,2
1,古代前期,紀元前400–紀元前1,-400,-1,暦法・観測学,女性,北アフリカ,古代エジプト,1
1,古代前期,紀元前400–紀元前1,-400,-1,暦法・観測学,女性,西アジア,アケメネス朝・ペルシア圏,1
1,古代前期,紀元前400–紀元前1,-400,-1,暦法・観測学,男性,南アジア,古代インド圏,1
1,古代前期,紀元前400–紀元前1,-400,-1,暦法・観測学,男性,東アジア,戦国・秦漢中国圏,1
1,古代前期,紀元前400–紀元前1,-400,-1,物質論・錬金術・初期化学,ノンバイナリー／その他,西アジア,アケメネス朝・ペルシア圏,1
1,古代前期,紀元前400–紀元前1,-400,-1,物質論・錬金術・初期化学,女性,南アジア,古代インド圏,1
1,古代前期,紀元前400–紀元前1,-400,-1,物質論・錬金術・初期化学,男性,東アジア,戦国・秦漢中国圏,1
1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,ノンバイナリー／その他,南欧,ローマ共和政・帝政圏,1
1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,ノンバイナリー／その他,東地中海,古代ギリシア,1
1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,北アフリカ,古代エジプト,2
1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,南アジア,古代インド圏,2
1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,南欧,ローマ共和政・帝政圏,3
1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,東アジア,戦国・秦漢中国圏,3
1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,東地中海,ヘレニズム圏,3
1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,東地中海,古代ギリシア,4
1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,西アジア,アケメネス朝・ペルシア圏,2
1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,北アフリカ,古代エジプト,2
1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,南アジア,古代インド圏,3
1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,南欧,ローマ共和政・帝政圏,3
1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,東アジア,戦国・秦漢中国圏,3
1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,東地中海,ヘレニズム圏,2
1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,東地中海,古代ギリシア,4
1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,西アジア,アケメネス朝・ペルシア圏,2
2,古代後期,1–499,1,499,光学,女性,中央アジア,中央アジア回廊,1
2,古代後期,1–499,1,499,光学,女性,南アジア,グプタ朝・インド圏,1
2,古代後期,1–499,1,499,光学,女性,南欧,ローマ帝国,1
2,古代後期,1–499,1,499,光学,女性,東アジア,漢〜六朝中国圏,1
2,古代後期,1–499,1,499,光学,女性,東地中海,東地中海・後期ヘレニズム圏,1
2,古代後期,1–499,1,499,光学,男性,中央アジア,中央アジア回廊,1
2,古代後期,1–499,1,499,光学,男性,南アジア,グプタ朝・インド圏,1
2,古代後期,1–499,1,499,光学,男性,南欧,ローマ帝国,1
2,古代後期,1–499,1,499,光学,男性,東アジア,漢〜六朝中国圏,1
2,古代後期,1–499,1,499,光学,男性,西アジア,サーサーン朝ペルシア圏,1
2,古代後期,1–499,1,499,力学,女性,南アジア,グプタ朝・インド圏,1
2,古代後期,1–499,1,499,力学,女性,南欧,ローマ帝国,1
2,古代後期,1–499,1,499,力学,女性,東アジア,漢〜六朝中国圏,1
2,古代後期,1–499,1,499,力学,女性,東地中海,東地中海・後期ヘレニズム圏,1
2,古代後期,1–499,1,499,力学,女性,西アジア,サーサーン朝ペルシア圏,1
2,古代後期,1–499,1,499,力学,男性,中央アジア,中央アジア回廊,1
2,古代後期,1–499,1,499,力学,男性,北アフリカ,アレクサンドリア・エジプト圏,1
2,古代後期,1–499,1,499,力学,男性,南欧,ローマ帝国,1
2,古代後期,1–499,1,499,力学,男性,東アジア,漢〜六朝中国圏,1
2,古代後期,1–499,1,499,力学,男性,東地中海,東地中海・後期ヘレニズム圏,1
2,古代後期,1–499,1,499,天文学・宇宙論,ノンバイナリー／その他,北アフリカ,アレクサンドリア・エジプト圏,1
2,古代後期,1–499,1,499,天文学・宇宙論,ノンバイナリー／その他,東アジア,漢〜六朝中国圏,1
2,古代後期,1–499,1,499,天文学・宇宙論,女性,中央アジア,中央アジア回廊,1
2,古代後期,1–499,1,499,天文学・宇宙論,女性,北アフリカ,アレクサンドリア・エジプト圏,1
2,古代後期,1–499,1,499,天文学・宇宙論,女性,南アジア,グプタ朝・インド圏,2
2,古代後期,1–499,1,499,天文学・宇宙論,女性,南欧,ローマ帝国,2
2,古代後期,1–499,1,499,天文学・宇宙論,女性,東アジア,漢〜六朝中国圏,2
2,古代後期,1–499,1,499,天文学・宇宙論,女性,東地中海,東地中海・後期ヘレニズム圏,2
2,古代後期,1–499,1,499,天文学・宇宙論,女性,西アジア,サーサーン朝ペルシア圏,1
2,古代後期,1–499,1,499,天文学・宇宙論,男性,中央アジア,中央アジア回廊,1
2,古代後期,1–499,1,499,天文学・宇宙論,男性,北アフリカ,アレクサンドリア・エジプト圏,1
2,古代後期,1–499,1,499,天文学・宇宙論,男性,南アジア,グプタ朝・インド圏,2
2,古代後期,1–499,1,499,天文学・宇宙論,男性,南欧,ローマ帝国,2
2,古代後期,1–499,1,499,天文学・宇宙論,男性,東アジア,漢〜六朝中国圏,2
2,古代後期,1–499,1,499,天文学・宇宙論,男性,東地中海,東地中海・後期ヘレニズム圏,1
2,古代後期,1–499,1,499,天文学・宇宙論,男性,西アジア,サーサーン朝ペルシア圏,2
2,古代後期,1–499,1,499,実験自然学,女性,北アフリカ,アレクサンドリア・エジプト圏,1
2,古代後期,1–499,1,499,実験自然学,女性,南欧,ローマ帝国,1
2,古代後期,1–499,1,499,実験自然学,女性,東アジア,漢〜六朝中国圏,1
2,古代後期,1–499,1,499,実験自然学,男性,中央アジア,中央アジア回廊,1
2,古代後期,1–499,1,499,実験自然学,男性,南欧,ローマ帝国,1
2,古代後期,1–499,1,499,実験自然学,男性,東アジア,漢〜六朝中国圏,1
2,古代後期,1–499,1,499,数学・幾何学,ノンバイナリー／その他,中央アジア,中央アジア回廊,1
2,古代後期,1–499,1,499,数学・幾何学,ノンバイナリー／その他,南欧,ローマ帝国,1
2,古代後期,1–499,1,499,数学・幾何学,女性,中央アジア,中央アジア回廊,2
2,古代後期,1–499,1,499,数学・幾何学,女性,北アフリカ,アレクサンドリア・エジプト圏,1
2,古代後期,1–499,1,499,数学・幾何学,女性,南アジア,グプタ朝・インド圏,2
2,古代後期,1–499,1,499,数学・幾何学,女性,南欧,ローマ帝国,2
2,古代後期,1–499,1,499,数学・幾何学,女性,東アジア,漢〜六朝中国圏,2
2,古代後期,1–499,1,499,数学・幾何学,女性,東地中海,東地中海・後期ヘレニズム圏,2
2,古代後期,1–499,1,499,数学・幾何学,女性,西アジア,サーサーン朝ペルシア圏,2
2,古代後期,1–499,1,499,数学・幾何学,男性,中央アジア,中央アジア回廊,2
2,古代後期,1–499,1,499,数学・幾何学,男性,北アフリカ,アレクサンドリア・エジプト圏,1
2,古代後期,1–499,1,499,数学・幾何学,男性,南アジア,グプタ朝・インド圏,2
2,古代後期,1–499,1,499,数学・幾何学,男性,南欧,ローマ帝国,2
2,古代後期,1–499,1,499,数学・幾何学,男性,東アジア,漢〜六朝中国圏,2
2,古代後期,1–499,1,499,数学・幾何学,男性,東地中海,東地中海・後期ヘレニズム圏,2
2,古代後期,1–499,1,499,数学・幾何学,男性,西アジア,サーサーン朝ペルシア圏,2
2,古代後期,1–499,1,499,暦法・観測学,ノンバイナリー／その他,北アフリカ,アレクサンドリア・エジプト圏,1
2,古代後期,1–499,1,499,暦法・観測学,女性,南欧,ローマ帝国,1
2,古代後期,1–499,1,499,暦法・観測学,女性,東アジア,漢〜六朝中国圏,1
2,古代後期,1–499,1,499,暦法・観測学,女性,東地中海,東地中海・後期ヘレニズム圏,1
2,古代後期,1–499,1,499,暦法・観測学,男性,南アジア,グプタ朝・インド圏,1
2,古代後期,1–499,1,499,暦法・観測学,男性,南欧,ローマ帝国,1
2,古代後期,1–499,1,499,暦法・観測学,男性,東アジア,漢〜六朝中国圏,1
2,古代後期,1–499,1,499,暦法・観測学,男性,西アジア,サーサーン朝ペルシア圏,1
2,古代後期,1–499,1,499,物質論・錬金術・初期化学,ノンバイナリー／その他,中央アジア,中央アジア回廊,1
2,古代後期,1–499,1,499,物質論・錬金術・初期化学,女性,南アジア,グプタ朝・インド圏,1
2,古代後期,1–499,1,499,物質論・錬金術・初期化学,女性,南欧,ローマ帝国,1
2,古代後期,1–499,1,499,物質論・錬金術・初期化学,女性,西アジア,サーサーン朝ペルシア圏,1
2,古代後期,1–499,1,499,物質論・錬金術・初期化学,男性,東地中海,東地中海・後期ヘレニズム圏,1
2,古代後期,1–499,1,499,物質論・錬金術・初期化学,男性,西アジア,サーサーン朝ペルシア圏,1
2,古代後期,1–499,1,499,自然哲学,ノンバイナリー／その他,南アジア,グプタ朝・インド圏,1
2,古代後期,1–499,1,499,自然哲学,ノンバイナリー／その他,東アジア,漢〜六朝中国圏,1
2,古代後期,1–499,1,499,自然哲学,女性,中央アジア,中央アジア回廊,2
2,古代後期,1–499,1,499,自然哲学,女性,北アフリカ,アレクサンドリア・エジプト圏,2
2,古代後期,1–499,1,499,自然哲学,女性,南アジア,グプタ朝・インド圏,3
2,古代後期,1–499,1,499,自然哲学,女性,南欧,ローマ帝国,3
2,古代後期,1–499,1,499,自然哲学,女性,東アジア,漢〜六朝中国圏,3
2,古代後期,1–499,1,499,自然哲学,女性,東地中海,東地中海・後期ヘレニズム圏,3
2,古代後期,1–499,1,499,自然哲学,女性,西アジア,サーサーン朝ペルシア圏,2
2,古代後期,1–499,1,499,自然哲学,男性,中央アジア,中央アジア回廊,2
2,古代後期,1–499,1,499,自然哲学,男性,北アフリカ,アレクサンドリア・エジプト圏,2
2,古代後期,1–499,1,499,自然哲学,男性,南アジア,グプタ朝・インド圏,3
2,古代後期,1–499,1,499,自然哲学,男性,南欧,ローマ帝国,3
2,古代後期,1–499,1,499,自然哲学,男性,東アジア,漢〜六朝中国圏,3
2,古代後期,1–499,1,499,自然哲学,男性,東地中海,東地中海・後期ヘレニズム圏,3
2,古代後期,1–499,1,499,自然哲学,男性,西アジア,サーサーン朝ペルシア圏,2
3,中世前期,500–999,500,999,光学,ノンバイナリー／その他,南アジア,インド亜大陸圏,1
3,中世前期,500–999,500,999,光学,女性,中央アジア,中央アジア圏,1
3,中世前期,500–999,500,999,光学,女性,北アフリカ,北アフリカ圏,1
3,中世前期,500–999,500,999,光学,女性,南アジア,インド亜大陸圏,1
3,中世前期,500–999,500,999,光学,女性,東アジア,唐〜五代中国圏,2
3,中世前期,500–999,500,999,光学,女性,東アジア,日本列島圏,1
3,中世前期,500–999,500,999,光学,女性,東地中海,ビザンツ圏,1
3,中世前期,500–999,500,999,光学,女性,西アジア,イスラム世界,2
3,中世前期,500–999,500,999,光学,女性,西欧,西欧ラテン圏,1
3,中世前期,500–999,500,999,光学,男性,中央アジア,中央アジア圏,1
3,中世前期,500–999,500,999,光学,男性,北アフリカ,北アフリカ圏,1
3,中世前期,500–999,500,999,光学,男性,南アジア,インド亜大陸圏,1
3,中世前期,500–999,500,999,光学,男性,東アジア,唐〜五代中国圏,2
3,中世前期,500–999,500,999,光学,男性,東アジア,日本列島圏,1
3,中世前期,500–999,500,999,光学,男性,東地中海,ビザンツ圏,2
3,中世前期,500–999,500,999,光学,男性,西アジア,イスラム世界,2
3,中世前期,500–999,500,999,光学,男性,西欧,西欧ラテン圏,1
3,中世前期,500–999,500,999,力学,ノンバイナリー／その他,西欧,西欧ラテン圏,1
3,中世前期,500–999,500,999,力学,女性,北アフリカ,北アフリカ圏,1
3,中世前期,500–999,500,999,力学,女性,南アジア,インド亜大陸圏,1
3,中世前期,500–999,500,999,力学,女性,東アジア,唐〜五代中国圏,1
3,中世前期,500–999,500,999,力学,女性,東地中海,ビザンツ圏,1
3,中世前期,500–999,500,999,力学,女性,西アジア,イスラム世界,1
3,中世前期,500–999,500,999,力学,女性,西欧,西欧ラテン圏,1
3,中世前期,500–999,500,999,力学,男性,中央アジア,中央アジア圏,1
3,中世前期,500–999,500,999,力学,男性,北アフリカ,北アフリカ圏,1
3,中世前期,500–999,500,999,力学,男性,南アジア,インド亜大陸圏,1
3,中世前期,500–999,500,999,力学,男性,東アジア,唐〜五代中国圏,1
3,中世前期,500–999,500,999,力学,男性,東地中海,ビザンツ圏,1
3,中世前期,500–999,500,999,力学,男性,西アジア,イスラム世界,1
3,中世前期,500–999,500,999,力学,男性,西欧,西欧ラテン圏,1
3,中世前期,500–999,500,999,天文学・宇宙論,ノンバイナリー／その他,東アジア,唐〜五代中国圏,1
3,中世前期,500–999,500,999,天文学・宇宙論,ノンバイナリー／その他,西アジア,イスラム世界,1
3,中世前期,500–999,500,999,天文学・宇宙論,女性,中央アジア,中央アジア圏,1
3,中世前期,500–999,500,999,天文学・宇宙論,女性,北アフリカ,北アフリカ圏,1
3,中世前期,500–999,500,999,天文学・宇宙論,女性,南アジア,インド亜大陸圏,2
3,中世前期,500–999,500,999,天文学・宇宙論,女性,東アジア,唐〜五代中国圏,2
3,中世前期,500–999,500,999,天文学・宇宙論,女性,東アジア,日本列島圏,1
3,中世前期,500–999,500,999,天文学・宇宙論,女性,東地中海,ビザンツ圏,2
3,中世前期,500–999,500,999,天文学・宇宙論,女性,西アジア,イスラム世界,3
3,中世前期,500–999,500,999,天文学・宇宙論,女性,西欧,西欧ラテン圏,2
3,中世前期,500–999,500,999,天文学・宇宙論,男性,中央アジア,中央アジア圏,2
3,中世前期,500–999,500,999,天文学・宇宙論,男性,北アフリカ,北アフリカ圏,1
3,中世前期,500–999,500,999,天文学・宇宙論,男性,南アジア,インド亜大陸圏,2
3,中世前期,500–999,500,999,天文学・宇宙論,男性,東アジア,唐〜五代中国圏,2
3,中世前期,500–999,500,999,天文学・宇宙論,男性,東アジア,日本列島圏,1
3,中世前期,500–999,500,999,天文学・宇宙論,男性,東地中海,ビザンツ圏,2
3,中世前期,500–999,500,999,天文学・宇宙論,男性,西アジア,イスラム世界,3
3,中世前期,500–999,500,999,天文学・宇宙論,男性,西欧,西欧ラテン圏,1
3,中世前期,500–999,500,999,実験自然学,ノンバイナリー／その他,中央アジア,中央アジア圏,1
3,中世前期,500–999,500,999,実験自然学,女性,中央アジア,中央アジア圏,1
3,中世前期,500–999,500,999,実験自然学,女性,北アフリカ,北アフリカ圏,1
3,中世前期,500–999,500,999,実験自然学,女性,南アジア,インド亜大陸圏,1
3,中世前期,500–999,500,999,実験自然学,女性,東アジア,唐〜五代中国圏,1
3,中世前期,500–999,500,999,実験自然学,女性,東地中海,ビザンツ圏,1
3,中世前期,500–999,500,999,実験自然学,女性,西アジア,イスラム世界,1
3,中世前期,500–999,500,999,実験自然学,女性,西欧,西欧ラテン圏,1
3,中世前期,500–999,500,999,実験自然学,男性,中央アジア,中央アジア圏,1
3,中世前期,500–999,500,999,実験自然学,男性,北アフリカ,北アフリカ圏,1
3,中世前期,500–999,500,999,実験自然学,男性,南アジア,インド亜大陸圏,1
3,中世前期,500–999,500,999,実験自然学,男性,東アジア,唐〜五代中国圏,1
3,中世前期,500–999,500,999,実験自然学,男性,東地中海,ビザンツ圏,1
3,中世前期,500–999,500,999,実験自然学,男性,西アジア,イスラム世界,1
3,中世前期,500–999,500,999,数学・幾何学,ノンバイナリー／その他,南アジア,インド亜大陸圏,1
3,中世前期,500–999,500,999,数学・幾何学,ノンバイナリー／その他,東地中海,ビザンツ圏,1
3,中世前期,500–999,500,999,数学・幾何学,女性,中央アジア,中央アジア圏,1
3,中世前期,500–999,500,999,数学・幾何学,女性,北アフリカ,北アフリカ圏,1
3,中世前期,500–999,500,999,数学・幾何学,女性,南アジア,インド亜大陸圏,2
3,中世前期,500–999,500,999,数学・幾何学,女性,東アジア,唐〜五代中国圏,2
3,中世前期,500–999,500,999,数学・幾何学,女性,東アジア,日本列島圏,1
3,中世前期,500–999,500,999,数学・幾何学,女性,東地中海,ビザンツ圏,2
3,中世前期,500–999,500,999,数学・幾何学,女性,西アジア,イスラム世界,3
3,中世前期,500–999,500,999,数学・幾何学,女性,西欧,西欧ラテン圏,1
3,中世前期,500–999,500,999,数学・幾何学,男性,中央アジア,中央アジア圏,1
3,中世前期,500–999,500,999,数学・幾何学,男性,北アフリカ,北アフリカ圏,1
3,中世前期,500–999,500,999,数学・幾何学,男性,南アジア,インド亜大陸圏,2
3,中世前期,500–999,500,999,数学・幾何学,男性,東アジア,唐〜五代中国圏,2
3,中世前期,500–999,500,999,数学・幾何学,男性,東アジア,日本列島圏,1
3,中世前期,500–999,500,999,数学・幾何学,男性,東地中海,ビザンツ圏,2
3,中世前期,500–999,500,999,数学・幾何学,男性,西アジア,イスラム世界,3
3,中世前期,500–999,500,999,数学・幾何学,男性,西欧,西欧ラテン圏,1
3,中世前期,500–999,500,999,暦法・観測学,ノンバイナリー／その他,北アフリカ,北アフリカ圏,1
3,中世前期,500–999,500,999,暦法・観測学,女性,中央アジア,中央アジア圏,1
3,中世前期,500–999,500,999,暦法・観測学,女性,北アフリカ,北アフリカ圏,1
3,中世前期,500–999,500,999,暦法・観測学,女性,南アジア,インド亜大陸圏,1
3,中世前期,500–999,500,999,暦法・観測学,女性,東アジア,唐〜五代中国圏,2
3,中世前期,500–999,500,999,暦法・観測学,女性,東地中海,ビザンツ圏,1
3,中世前期,500–999,500,999,暦法・観測学,女性,西アジア,イスラム世界,2
3,中世前期,500–999,500,999,暦法・観測学,女性,西欧,西欧ラテン圏,1
3,中世前期,500–999,500,999,暦法・観測学,男性,中央アジア,中央アジア圏,1
3,中世前期,500–999,500,999,暦法・観測学,男性,北アフリカ,北アフリカ圏,1
3,中世前期,500–999,500,999,暦法・観測学,男性,南アジア,インド亜大陸圏,1
3,中世前期,500–999,500,999,暦法・観測学,男性,東アジア,唐〜五代中国圏,2
3,中世前期,500–999,500,999,暦法・観測学,男性,東アジア,日本列島圏,1
3,中世前期,500–999,500,999,暦法・観測学,男性,東地中海,ビザンツ圏,1
3,中世前期,500–999,500,999,暦法・観測学,男性,西アジア,イスラム世界,2
3,中世前期,500–999,500,999,暦法・観測学,男性,西欧,西欧ラテン圏,1
3,中世前期,500–999,500,999,物質論・錬金術・初期化学,ノンバイナリー／その他,東アジア,日本列島圏,1
3,中世前期,500–999,500,999,物質論・錬金術・初期化学,女性,中央アジア,中央アジア圏,1
3,中世前期,500–999,500,999,物質論・錬金術・初期化学,女性,北アフリカ,北アフリカ圏,1
3,中世前期,500–999,500,999,物質論・錬金術・初期化学,女性,南アジア,インド亜大陸圏,1
3,中世前期,500–999,500,999,物質論・錬金術・初期化学,女性,東アジア,唐〜五代中国圏,2
3,中世前期,500–999,500,999,物質論・錬金術・初期化学,女性,東アジア,日本列島圏,1
3,中世前期,500–999,500,999,物質論・錬金術・初期化学,女性,東地中海,ビザンツ圏,1
3,中世前期,500–999,500,999,物質論・錬金術・初期化学,女性,西アジア,イスラム世界,2
3,中世前期,500–999,500,999,物質論・錬金術・初期化学,女性,西欧,西欧ラテン圏,1
3,中世前期,500–999,500,999,物質論・錬金術・初期化学,男性,中央アジア,中央アジア圏,1
3,中世前期,500–999,500,999,物質論・錬金術・初期化学,男性,北アフリカ,北アフリカ圏,1
3,中世前期,500–999,500,999,物質論・錬金術・初期化学,男性,南アジア,インド亜大陸圏,1
3,中世前期,500–999,500,999,物質論・錬金術・初期化学,男性,東アジア,唐〜五代中国圏,1
3,中世前期,500–999,500,999,物質論・錬金術・初期化学,男性,東アジア,日本列島圏,1
3,中世前期,500–999,500,999,物質論・錬金術・初期化学,男性,東地中海,ビザンツ圏,1
3,中世前期,500–999,500,999,物質論・錬金術・初期化学,男性,西アジア,イスラム世界,2
3,中世前期,500–999,500,999,物質論・錬金術・初期化学,男性,西欧,西欧ラテン圏,1
3,中世前期,500–999,500,999,自然哲学,ノンバイナリー／その他,東アジア,唐〜五代中国圏,1
3,中世前期,500–999,500,999,自然哲学,ノンバイナリー／その他,西アジア,イスラム世界,1
3,中世前期,500–999,500,999,自然哲学,女性,中央アジア,中央アジア圏,1
3,中世前期,500–999,500,999,自然哲学,女性,北アフリカ,北アフリカ圏,1
3,中世前期,500–999,500,999,自然哲学,女性,南アジア,インド亜大陸圏,2
3,中世前期,500–999,500,999,自然哲学,女性,東アジア,唐〜五代中国圏,3
3,中世前期,500–999,500,999,自然哲学,女性,東アジア,日本列島圏,1
3,中世前期,500–999,500,999,自然哲学,女性,東地中海,ビザンツ圏,2
3,中世前期,500–999,500,999,自然哲学,女性,西アジア,イスラム世界,3
3,中世前期,500–999,500,999,自然哲学,女性,西欧,西欧ラテン圏,2
3,中世前期,500–999,500,999,自然哲学,男性,中央アジア,中央アジア圏,2
3,中世前期,500–999,500,999,自然哲学,男性,北アフリカ,北アフリカ圏,2
3,中世前期,500–999,500,999,自然哲学,男性,南アジア,インド亜大陸圏,2
3,中世前期,500–999,500,999,自然哲学,男性,東アジア,唐〜五代中国圏,2
3,中世前期,500–999,500,999,自然哲学,男性,東アジア,日本列島圏,1
3,中世前期,500–999,500,999,自然哲学,男性,東地中海,ビザンツ圏,2
3,中世前期,500–999,500,999,自然哲学,男性,西アジア,イスラム世界,3
3,中世前期,500–999,500,999,自然哲学,男性,西欧,西欧ラテン圏,1
4,中世後期,1000–1399,1000,1399,光学,ノンバイナリー／その他,東アジア,宋元中国圏,1
4,中世後期,1000–1399,1000,1399,光学,ノンバイナリー／その他,西アジア,イスラム世界,1
4,中世後期,1000–1399,1000,1399,光学,ノンバイナリー／その他,西欧,西欧ラテン圏,1
4,中世後期,1000–1399,1000,1399,光学,女性,中央アジア,中央アジア圏,1
4,中世後期,1000–1399,1000,1399,光学,女性,北アフリカ,北アフリカ圏,1
4,中世後期,1000–1399,1000,1399,光学,女性,南アジア,インド亜大陸圏,3
4,中世後期,1000–1399,1000,1399,光学,女性,東アジア,宋元中国圏,3
4,中世後期,1000–1399,1000,1399,光学,女性,東アジア,日本列島圏,1
4,中世後期,1000–1399,1000,1399,光学,女性,東アジア,高麗・朝鮮圏,1
4,中世後期,1000–1399,1000,1399,光学,女性,東地中海,ビザンツ圏,2
