id,era_order,era_name,birth_year_band,birth_year_start,birth_year_end,field,gender,nationality_region,nationality
中世後期__実験自然学__宋元中国圏__0001,4,中世後期,1000–1399,1000,1399,実験自然学,ノンバイナリー／その他,東アジア,宋元中国圏
中世後期__数学・幾何学__イスラム世界__0001,4,中世後期,1000–1399,1000,1399,数学・幾何学,男性,西アジア,イスラム世界
中世後期__数学・幾何学__イスラム世界__0002,4,中世後期,1000–1399,1000,1399,数学・幾何学,男性,西アジア,イスラム世界
中世後期__数学・幾何学__インド亜大陸圏__0001,4,中世後期,1000–1399,1000,1399,数学・幾何学,男性,南アジア,インド亜大陸圏
中世後期__数学・幾何学__ビザンツ圏__0001,4,中世後期,1000–1399,1000,1399,数学・幾何学,男性,東地中海,ビザンツ圏
中世後期__数学・幾何学__宋元中国圏__0001,4,中世後期,1000–1399,1000,1399,数学・幾何学,男性,東アジア,宋元中国圏
中世後期__数学・幾何学__宋元中国圏__0002,4,中世後期,1000–1399,1000,1399,数学・幾何学,男性,東アジア,宋元中国圏
中世後期__暦法・観測学__西欧ラテン圏__0001,4,中世後期,1000–1399,1000,1399,暦法・観測学,男性,西欧,西欧ラテン圏
中世後期__物質論・錬金術・初期化学__日本列島圏__0001,4,中世後期,1000–1399,1000,1399,物質論・錬金術・初期化学,ノンバイナリー／その他,東アジア,日本列島圏
中世後期__物質論・錬金術・初期化学__西欧ラテン圏__0001,4,中世後期,1000–1399,1000,1399,物質論・錬金術・初期化学,男性,西欧,西欧ラテン圏
中世後期__物質論・錬金術・初期化学__西欧ラテン圏__0002,4,中世後期,1000–1399,1000,1399,物質論・錬金術・初期化学,男性,西欧,西欧ラテン圏
中世後期__自然哲学__イスラム世界__0001,4,中世後期,1000–1399,1000,1399,自然哲学,男性,西アジア,イスラム世界
中世後期__自然哲学__イベリア圏__0001,4,中世後期,1000–1399,1000,1399,自然哲学,男性,西欧,イベリア圏
中世後期__自然哲学__イベリア圏__0002,4,中世後期,1000–1399,1000,1399,自然哲学,女性,西欧,イベリア圏
中世後期__自然哲学__インド亜大陸圏__0001,4,中世後期,1000–1399,1000,1399,自然哲学,女性,南アジア,インド亜大陸圏
ルネサンス・初期近世__光学__イタリア諸邦__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,光学,女性,西欧,イタリア諸邦
ルネサンス・初期近世__光学__フランス王国__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,光学,女性,西欧,フランス王国
ルネサンス・初期近世__光学__日本__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,光学,男性,東アジア,日本
ルネサンス・初期近世__力学__イタリア諸邦__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,力学,女性,西欧,イタリア諸邦
ルネサンス・初期近世__力学__イベリア諸王国__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,力学,女性,西欧,イベリア諸王国
ルネサンス・初期近世__力学__フランス王国__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,力学,女性,西欧,フランス王国
ルネサンス・初期近世__力学__フランス王国__0002,5,ルネサンス・初期近世,1400–1599,1400,1599,力学,男性,西欧,フランス王国
ルネサンス・初期近世__天文学・宇宙論__イタリア諸邦__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,天文学・宇宙論,女性,西欧,イタリア諸邦
ルネサンス・初期近世__天文学・宇宙論__イベリア諸王国__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,天文学・宇宙論,男性,西欧,イベリア諸王国
ルネサンス・初期近世__天文学・宇宙論__イングランド__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,天文学・宇宙論,女性,西欧,イングランド
ルネサンス・初期近世__天文学・宇宙論__ドイツ圏__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,天文学・宇宙論,女性,西欧,ドイツ圏
ルネサンス・初期近世__天文学・宇宙論__ドイツ圏__0002,5,ルネサンス・初期近世,1400–1599,1400,1599,天文学・宇宙論,ノンバイナリー／その他,西欧,ドイツ圏
ルネサンス・初期近世__天文学・宇宙論__ドイツ圏__0003,5,ルネサンス・初期近世,1400–1599,1400,1599,天文学・宇宙論,男性,西欧,ドイツ圏
ルネサンス・初期近世__天文学・宇宙論__ドイツ圏__0004,5,ルネサンス・初期近世,1400–1599,1400,1599,天文学・宇宙論,女性,西欧,ドイツ圏
ルネサンス・初期近世__天文学・宇宙論__ドイツ圏__0005,5,ルネサンス・初期近世,1400–1599,1400,1599,天文学・宇宙論,女性,西欧,ドイツ圏
ルネサンス・初期近世__天文学・宇宙論__日本__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,天文学・宇宙論,女性,東アジア,日本
ルネサンス・初期近世__実験自然学__イタリア諸邦__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,実験自然学,女性,西欧,イタリア諸邦
ルネサンス・初期近世__実験自然学__イタリア諸邦__0002,5,ルネサンス・初期近世,1400–1599,1400,1599,実験自然学,女性,西欧,イタリア諸邦
ルネサンス・初期近世__実験自然学__イタリア諸邦__0003,5,ルネサンス・初期近世,1400–1599,1400,1599,実験自然学,女性,西欧,イタリア諸邦
ルネサンス・初期近世__実験自然学__インド亜大陸圏__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,実験自然学,男性,南アジア,インド亜大陸圏
ルネサンス・初期近世__実験自然学__インド亜大陸圏__0002,5,ルネサンス・初期近世,1400–1599,1400,1599,実験自然学,男性,南アジア,インド亜大陸圏
ルネサンス・初期近世__実験自然学__オスマン圏__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,実験自然学,男性,西アジア,オスマン圏
ルネサンス・初期近世__実験自然学__ドイツ圏__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,実験自然学,男性,西欧,ドイツ圏
ルネサンス・初期近世__実験自然学__ドイツ圏__0002,5,ルネサンス・初期近世,1400–1599,1400,1599,実験自然学,女性,西欧,ドイツ圏
ルネサンス・初期近世__実験自然学__日本__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,実験自然学,女性,東アジア,日本
ルネサンス・初期近世__実験自然学__朝鮮__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,実験自然学,女性,東アジア,朝鮮
ルネサンス・初期近世__数学・幾何学__イベリア諸王国__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,男性,西欧,イベリア諸王国
ルネサンス・初期近世__数学・幾何学__イベリア諸王国__0002,5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,ノンバイナリー／その他,西欧,イベリア諸王国
ルネサンス・初期近世__数学・幾何学__イングランド__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,男性,西欧,イングランド
ルネサンス・初期近世__数学・幾何学__インド亜大陸圏__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,女性,南アジア,インド亜大陸圏
ルネサンス・初期近世__数学・幾何学__オスマン圏__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,女性,西アジア,オスマン圏
ルネサンス・初期近世__数学・幾何学__オスマン圏__0002,5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,女性,西アジア,オスマン圏
ルネサンス・初期近世__数学・幾何学__フランス王国__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,ノンバイナリー／その他,西欧,フランス王国
ルネサンス・初期近世__暦法・観測学__オスマン圏__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,男性,西アジア,オスマン圏
ルネサンス・初期近世__暦法・観測学__北アフリカ圏__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,ノンバイナリー／その他,北アフリカ,北アフリカ圏
ルネサンス・初期近世__暦法・観測学__明中国__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,男性,東アジア,明中国
ルネサンス・初期近世__物質論・錬金術・初期化学__イタリア諸邦__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,男性,西欧,イタリア諸邦
ルネサンス・初期近世__物質論・錬金術・初期化学__イベリア諸王国__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,男性,西欧,イベリア諸王国
ルネサンス・初期近世__物質論・錬金術・初期化学__ドイツ圏__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,女性,西欧,ドイツ圏
ルネサンス・初期近世__物質論・錬金術・初期化学__フランス王国__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,女性,西欧,フランス王国
ルネサンス・初期近世__物質論・錬金術・初期化学__日本__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,女性,東アジア,日本
ルネサンス・初期近世__自然哲学__イタリア諸邦__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,女性,西欧,イタリア諸邦
ルネサンス・初期近世__自然哲学__フランス王国__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,男性,西欧,フランス王国
ルネサンス・初期近世__自然哲学__日本__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,男性,東アジア,日本
ルネサンス・初期近世__自然哲学__明中国__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,女性,東アジア,明中国
近世前期__光学__イタリア諸邦__0001,6,近世前期,1600–1699,1600,1699,光学,女性,西欧,イタリア諸邦
近世前期__光学__オスマン圏__0001,6,近世前期,1600–1699,1600,1699,光学,男性,西アジア,オスマン圏
近世前期__光学__フランス__0001,6,近世前期,1600–1699,1600,1699,光学,男性,西欧,フランス
近世前期__光学__明清中国__0001,6,近世前期,1600–1699,1600,1699,光学,女性,東アジア,明清中国
近世前期__光学__明清中国__0002,6,近世前期,1600–1699,1600,1699,光学,ノンバイナリー／その他,東アジア,明清中国
近世前期__光学__英国__0001,6,近世前期,1600–1699,1600,1699,光学,ノンバイナリー／その他,西欧,英国
近世前期__力学__インド亜大陸__0001,6,近世前期,1600–1699,1600,1699,力学,男性,南アジア,インド亜大陸
近世前期__力学__オランダ__0001,6,近世前期,1600–1699,1600,1699,力学,男性,西欧,オランダ
近世前期__力学__スウェーデン__0001,6,近世前期,1600–1699,1600,1699,力学,ノンバイナリー／その他,北欧,スウェーデン
近世前期__力学__ドイツ圏__0001,6,近世前期,1600–1699,1600,1699,力学,男性,西欧,ドイツ圏
近世前期__力学__ドイツ圏__0002,6,近世前期,1600–1699,1600,1699,力学,男性,西欧,ドイツ圏
近世前期__力学__ドイツ圏__0003,6,近世前期,1600–1699,1600,1699,力学,女性,西欧,ドイツ圏
近世前期__力学__フランス__0001,6,近世前期,1600–1699,1600,1699,力学,女性,西欧,フランス
近世前期__力学__フランス__0002,6,近世前期,1600–1699,1600,1699,力学,女性,西欧,フランス
近世前期__力学__フランス__0003,6,近世前期,1600–1699,1600,1699,力学,男性,西欧,フランス
近世前期__力学__フランス__0004,6,近世前期,1600–1699,1600,1699,力学,ノンバイナリー／その他,西欧,フランス
近世前期__力学__ロシア__0001,6,近世前期,1600–1699,1600,1699,力学,女性,東欧,ロシア
近世前期__力学__日本__0001,6,近世前期,1600–1699,1600,1699,力学,女性,東アジア,日本
近世前期__力学__日本__0002,6,近世前期,1600–1699,1600,1699,力学,男性,東アジア,日本
近世前期__力学__明清中国__0001,6,近世前期,1600–1699,1600,1699,力学,女性,東アジア,明清中国
近世前期__力学__朝鮮__0001,6,近世前期,1600–1699,1600,1699,力学,男性,東アジア,朝鮮
近世前期__力学__英国__0001,6,近世前期,1600–1699,1600,1699,力学,女性,西欧,英国
近世前期__力学__英国__0002,6,近世前期,1600–1699,1600,1699,力学,男性,西欧,英国
近世前期__天文学・宇宙論__フランス__0001,6,近世前期,1600–1699,1600,1699,天文学・宇宙論,男性,西欧,フランス
近世前期__天文学・宇宙論__日本__0001,6,近世前期,1600–1699,1600,1699,天文学・宇宙論,女性,東アジア,日本
近世前期__天文学・宇宙論__英国__0001,6,近世前期,1600–1699,1600,1699,天文学・宇宙論,女性,西欧,英国
近世前期__実験自然学__イタリア諸邦__0001,6,近世前期,1600–1699,1600,1699,実験自然学,男性,西欧,イタリア諸邦
近世前期__実験自然学__オランダ__0001,6,近世前期,1600–1699,1600,1699,実験自然学,男性,西欧,オランダ
近世前期__実験自然学__オランダ__0002,6,近世前期,1600–1699,1600,1699,実験自然学,男性,西欧,オランダ
近世前期__実験自然学__オランダ__0003,6,近世前期,1600–1699,1600,1699,実験自然学,女性,西欧,オランダ
近世前期__実験自然学__スウェーデン__0001,6,近世前期,1600–1699,1600,1699,実験自然学,女性,北欧,スウェーデン
近世前期__実験自然学__スウェーデン__0002,6,近世前期,1600–1699,1600,1699,実験自然学,女性,北欧,スウェーデン
近世前期__実験自然学__ドイツ圏__0001,6,近世前期,1600–1699,1600,1699,実験自然学,女性,西欧,ドイツ圏
近世前期__実験自然学__ドイツ圏__0002,6,近世前期,1600–1699,1600,1699,実験自然学,女性,西欧,ドイツ圏
近世前期__実験自然学__ポーランド・東欧__0001,6,近世前期,1600–1699,1600,1699,実験自然学,男性,東欧,ポーランド・東欧
近世前期__実験自然学__日本__0001,6,近世前期,1600–1699,1600,1699,実験自然学,女性,東アジア,日本
近世前期__実験自然学__日本__0002,6,近世前期,1600–1699,1600,1699,実験自然学,男性,東アジア,日本
近世前期__実験自然学__明清中国__0001,6,近世前期,1600–1699,1600,1699,実験自然学,女性,東アジア,明清中国
近世前期__実験自然学__朝鮮__0001,6,近世前期,1600–1699,1600,1699,実験自然学,女性,東アジア,朝鮮
近世前期__実験自然学__英国__0001,6,近世前期,1600–1699,1600,1699,実験自然学,女性,西欧,英国
近世前期__数学・幾何学__スウェーデン__0001,6,近世前期,1600–1699,1600,1699,数学・幾何学,女性,北欧,スウェーデン
近世前期__数学・幾何学__ドイツ圏__0001,6,近世前期,1600–1699,1600,1699,数学・幾何学,女性,西欧,ドイツ圏
近世前期__数学・幾何学__ドイツ圏__0002,6,近世前期,1600–1699,1600,1699,数学・幾何学,男性,西欧,ドイツ圏
近世前期__暦法・観測学__オランダ__0001,6,近世前期,1600–1699,1600,1699,暦法・観測学,男性,西欧,オランダ
近世前期__暦法・観測学__フランス__0001,6,近世前期,1600–1699,1600,1699,暦法・観測学,女性,西欧,フランス
近世前期__物質論・錬金術・初期化学__オスマン圏__0001,6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,女性,西アジア,オスマン圏
近世前期__物質論・錬金術・初期化学__ドイツ圏__0001,6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,男性,西欧,ドイツ圏
近世前期__物質論・錬金術・初期化学__フランス__0001,6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,男性,西欧,フランス
近世前期__物質論・錬金術・初期化学__フランス__0002,6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,女性,西欧,フランス
近世前期__物質論・錬金術・初期化学__日本__0001,6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,男性,東アジア,日本
近世前期__物質論・錬金術・初期化学__朝鮮__0001,6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,女性,東アジア,朝鮮
近世前期__自然哲学__イタリア諸邦__0001,6,近世前期,1600–1699,1600,1699,自然哲学,男性,西欧,イタリア諸邦
近世前期__自然哲学__ドイツ圏__0001,6,近世前期,1600–1699,1600,1699,自然哲学,男性,西欧,ドイツ圏
近世前期__自然哲学__明清中国__0001,6,近世前期,1600–1699,1600,1699,自然哲学,男性,東アジア,明清中国
近世前期__自然哲学__英国__0001,6,近世前期,1600–1699,1600,1699,自然哲学,男性,西欧,英国
近世後期__光学__インド__0001,7,近世後期,1700–1799,1700,1799,光学,女性,南アジア,インド
近世後期__光学__オランダ__0001,7,近世後期,1700–1799,1700,1799,光学,女性,西欧,オランダ
近世後期__光学__オランダ__0002,7,近世後期,1700–1799,1700,1799,光学,男性,西欧,オランダ
近世後期__光学__ドイツ圏__0001,7,近世後期,1700–1799,1700,1799,光学,男性,西欧,ドイツ圏
近世後期__光学__フランス__0001,7,近世後期,1700–1799,1700,1799,光学,男性,西欧,フランス
近世後期__光学__フランス__0002,7,近世後期,1700–1799,1700,1799,光学,女性,西欧,フランス
近世後期__光学__フランス__0003,7,近世後期,1700–1799,1700,1799,光学,男性,西欧,フランス
近世後期__光学__英国__0001,7,近世後期,1700–1799,1700,1799,光学,男性,西欧,英国
近世後期__力学__オスマン圏__0001,7,近世後期,1700–1799,1700,1799,力学,男性,西アジア,オスマン圏
近世後期__力学__オランダ__0001,7,近世後期,1700–1799,1700,1799,力学,男性,西欧,オランダ
近世後期__力学__オランダ__0002,7,近世後期,1700–1799,1700,1799,力学,女性,西欧,オランダ
近世後期__力学__ドイツ圏__0001,7,近世後期,1700–1799,1700,1799,力学,男性,西欧,ドイツ圏
近世後期__力学__ドイツ圏__0002,7,近世後期,1700–1799,1700,1799,力学,男性,西欧,ドイツ圏
近世後期__力学__ドイツ圏__0003,7,近世後期,1700–1799,1700,1799,力学,女性,西欧,ドイツ圏
近世後期__力学__フランス__0001,7,近世後期,1700–1799,1700,1799,力学,男性,西欧,フランス
近世後期__力学__フランス__0002,7,近世後期,1700–1799,1700,1799,力学,女性,西欧,フランス
近世後期__力学__ペルシア__0001,7,近世後期,1700–1799,1700,1799,力学,男性,西アジア,ペルシア
近世後期__力学__ロシア__0001,7,近世後期,1700–1799,1700,1799,力学,女性,東欧,ロシア
近世後期__力学__中国__0001,7,近世後期,1700–1799,1700,1799,力学,ノンバイナリー／その他,東アジア,中国
近世後期__力学__中国__0002,7,近世後期,1700–1799,1700,1799,力学,女性,東アジア,中国
近世後期__力学__日本__0001,7,近世後期,1700–1799,1700,1799,力学,女性,東アジア,日本
近世後期__力学__日本__0002,7,近世後期,1700–1799,1700,1799,力学,女性,東アジア,日本
近世後期__力学__英国__0001,7,近世後期,1700–1799,1700,1799,力学,男性,西欧,英国
近世後期__力学__英国__0002,7,近世後期,1700–1799,1700,1799,力学,男性,西欧,英国
近世後期__力学__英国__0003,7,近世後期,1700–1799,1700,1799,力学,男性,西欧,英国
近世後期__天文学・宇宙論__イタリア諸邦__0001,7,近世後期,1700–1799,1700,1799,天文学・宇宙論,男性,西欧,イタリア諸邦
近世後期__天文学・宇宙論__オーストリア・ハプスブルク圏__0001,7,近世後期,1700–1799,1700,1799,天文学・宇宙論,女性,東欧,オーストリア・ハプスブルク圏
近世後期__天文学・宇宙論__ポーランド__0001,7,近世後期,1700–1799,1700,1799,天文学・宇宙論,女性,東欧,ポーランド
近世後期__天文学・宇宙論__中国__0001,7,近世後期,1700–1799,1700,1799,天文学・宇宙論,女性,東アジア,中国
近世後期__天文学・宇宙論__英国__0001,7,近世後期,1700–1799,1700,1799,天文学・宇宙論,女性,西欧,英国
近世後期__天文学・宇宙論__英国__0002,7,近世後期,1700–1799,1700,1799,天文学・宇宙論,ノンバイナリー／その他,西欧,英国
近世後期__実験自然学__イタリア諸邦__0001,7,近世後期,1700–1799,1700,1799,実験自然学,男性,西欧,イタリア諸邦
近世後期__実験自然学__イタリア諸邦__0002,7,近世後期,1700–1799,1700,1799,実験自然学,男性,西欧,イタリア諸邦
近世後期__実験自然学__インド__0001,7,近世後期,1700–1799,1700,1799,実験自然学,女性,南アジア,インド
近世後期__実験自然学__インド__0002,7,近世後期,1700–1799,1700,1799,実験自然学,男性,南アジア,インド
近世後期__実験自然学__オスマン圏__0001,7,近世後期,1700–1799,1700,1799,実験自然学,男性,西アジア,オスマン圏
近世後期__実験自然学__オーストリア・ハプスブルク圏__0001,7,近世後期,1700–1799,1700,1799,実験自然学,男性,東欧,オーストリア・ハプスブルク圏
