id,era_order,era_name,birth_year_band,birth_year_start,birth_year_end,field,gender,nationality_region,nationality
古代前期__数学・幾何学__戦国・秦漢中国圏__0004,1,古代前期,紀元前400–紀元前1,-400,-1,数学・幾何学,男性,東アジア,戦国・秦漢中国圏
古代前期__数学・幾何学__ヘレニズム圏__0003,1,古代前期,紀元前400–紀元前1,-400,-1,数学・幾何学,男性,東地中海,ヘレニズム圏
古代前期__数学・幾何学__ヘレニズム圏__0004,1,古代前期,紀元前400–紀元前1,-400,-1,数学・幾何学,男性,東地中海,ヘレニズム圏
古代前期__数学・幾何学__古代ギリシア__0005,1,古代前期,紀元前400–紀元前1,-400,-1,数学・幾何学,男性,東地中海,古代ギリシア
古代前期__数学・幾何学__古代ギリシア__0006,1,古代前期,紀元前400–紀元前1,-400,-1,数学・幾何学,男性,東地中海,古代ギリシア
古代前期__数学・幾何学__古代ギリシア__0007,1,古代前期,紀元前400–紀元前1,-400,-1,数学・幾何学,男性,東地中海,古代ギリシア
古代前期__数学・幾何学__アケメネス朝・ペルシア圏__0003,1,古代前期,紀元前400–紀元前1,-400,-1,数学・幾何学,男性,西アジア,アケメネス朝・ペルシア圏
古代前期__数学・幾何学__アケメネス朝・ペルシア圏__0004,1,古代前期,紀元前400–紀元前1,-400,-1,数学・幾何学,男性,西アジア,アケメネス朝・ペルシア圏
古代前期__暦法・観測学__古代エジプト__0001,1,古代前期,紀元前400–紀元前1,-400,-1,暦法・観測学,女性,北アフリカ,古代エジプト
古代前期__暦法・観測学__アケメネス朝・ペルシア圏__0001,1,古代前期,紀元前400–紀元前1,-400,-1,暦法・観測学,女性,西アジア,アケメネス朝・ペルシア圏
古代前期__暦法・観測学__古代インド圏__0001,1,古代前期,紀元前400–紀元前1,-400,-1,暦法・観測学,男性,南アジア,古代インド圏
古代前期__暦法・観測学__戦国・秦漢中国圏__0001,1,古代前期,紀元前400–紀元前1,-400,-1,暦法・観測学,男性,東アジア,戦国・秦漢中国圏
古代前期__物質論・錬金術・初期化学__アケメネス朝・ペルシア圏__0001,1,古代前期,紀元前400–紀元前1,-400,-1,物質論・錬金術・初期化学,ノンバイナリー／その他,西アジア,アケメネス朝・ペルシア圏
古代前期__物質論・錬金術・初期化学__古代インド圏__0001,1,古代前期,紀元前400–紀元前1,-400,-1,物質論・錬金術・初期化学,女性,南アジア,古代インド圏
古代前期__物質論・錬金術・初期化学__戦国・秦漢中国圏__0001,1,古代前期,紀元前400–紀元前1,-400,-1,物質論・錬金術・初期化学,男性,東アジア,戦国・秦漢中国圏
古代前期__自然哲学__ローマ共和政・帝政圏__0001,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,ノンバイナリー／その他,南欧,ローマ共和政・帝政圏
古代前期__自然哲学__古代ギリシア__0001,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,ノンバイナリー／その他,東地中海,古代ギリシア
古代前期__自然哲学__古代エジプト__0001,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,北アフリカ,古代エジプト
古代前期__自然哲学__古代エジプト__0002,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,北アフリカ,古代エジプト
古代前期__自然哲学__古代インド圏__0001,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,南アジア,古代インド圏
古代前期__自然哲学__古代インド圏__0002,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,南アジア,古代インド圏
古代前期__自然哲学__ローマ共和政・帝政圏__0002,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,南欧,ローマ共和政・帝政圏
古代前期__自然哲学__ローマ共和政・帝政圏__0003,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,南欧,ローマ共和政・帝政圏
古代前期__自然哲学__ローマ共和政・帝政圏__0004,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,南欧,ローマ共和政・帝政圏
古代前期__自然哲学__戦国・秦漢中国圏__0001,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,東アジア,戦国・秦漢中国圏
古代前期__自然哲学__戦国・秦漢中国圏__0002,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,東アジア,戦国・秦漢中国圏
古代前期__自然哲学__戦国・秦漢中国圏__0003,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,東アジア,戦国・秦漢中国圏
古代前期__自然哲学__ヘレニズム圏__0001,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,東地中海,ヘレニズム圏
古代前期__自然哲学__ヘレニズム圏__0002,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,東地中海,ヘレニズム圏
古代前期__自然哲学__ヘレニズム圏__0003,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,東地中海,ヘレニズム圏
古代前期__自然哲学__古代ギリシア__0002,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,東地中海,古代ギリシア
古代前期__自然哲学__古代ギリシア__0003,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,東地中海,古代ギリシア
古代前期__自然哲学__古代ギリシア__0004,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,東地中海,古代ギリシア
古代前期__自然哲学__古代ギリシア__0005,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,東地中海,古代ギリシア
古代前期__自然哲学__アケメネス朝・ペルシア圏__0001,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,西アジア,アケメネス朝・ペルシア圏
古代前期__自然哲学__アケメネス朝・ペルシア圏__0002,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,女性,西アジア,アケメネス朝・ペルシア圏
古代前期__自然哲学__古代エジプト__0003,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,北アフリカ,古代エジプト
古代前期__自然哲学__古代エジプト__0004,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,北アフリカ,古代エジプト
古代前期__自然哲学__古代インド圏__0003,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,南アジア,古代インド圏
古代前期__自然哲学__古代インド圏__0004,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,南アジア,古代インド圏
古代前期__自然哲学__古代インド圏__0005,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,南アジア,古代インド圏
古代前期__自然哲学__ローマ共和政・帝政圏__0005,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,南欧,ローマ共和政・帝政圏
古代前期__自然哲学__ローマ共和政・帝政圏__0006,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,南欧,ローマ共和政・帝政圏
古代前期__自然哲学__ローマ共和政・帝政圏__0007,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,南欧,ローマ共和政・帝政圏
古代前期__自然哲学__戦国・秦漢中国圏__0004,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,東アジア,戦国・秦漢中国圏
古代前期__自然哲学__戦国・秦漢中国圏__0005,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,東アジア,戦国・秦漢中国圏
古代前期__自然哲学__戦国・秦漢中国圏__0006,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,東アジア,戦国・秦漢中国圏
古代前期__自然哲学__ヘレニズム圏__0004,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,東地中海,ヘレニズム圏
古代前期__自然哲学__ヘレニズム圏__0005,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,東地中海,ヘレニズム圏
古代前期__自然哲学__古代ギリシア__0006,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,東地中海,古代ギリシア
古代前期__自然哲学__古代ギリシア__0007,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,東地中海,古代ギリシア
古代前期__自然哲学__古代ギリシア__0008,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,東地中海,古代ギリシア
古代前期__自然哲学__古代ギリシア__0009,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,東地中海,古代ギリシア
古代前期__自然哲学__アケメネス朝・ペルシア圏__0003,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,西アジア,アケメネス朝・ペルシア圏
古代前期__自然哲学__アケメネス朝・ペルシア圏__0004,1,古代前期,紀元前400–紀元前1,-400,-1,自然哲学,男性,西アジア,アケメネス朝・ペルシア圏
古代後期__光学__中央アジア回廊__0001,2,古代後期,1–499,1,499,光学,女性,中央アジア,中央アジア回廊
古代後期__光学__グプタ朝・インド圏__0001,2,古代後期,1–499,1,499,光学,女性,南アジア,グプタ朝・インド圏
古代後期__光学__ローマ帝国__0001,2,古代後期,1–499,1,499,光学,女性,南欧,ローマ帝国
古代後期__光学__漢〜六朝中国圏__0001,2,古代後期,1–499,1,499,光学,女性,東アジア,漢〜六朝中国圏
古代後期__光学__東地中海・後期ヘレニズム圏__0001,2,古代後期,1–499,1,499,光学,女性,東地中海,東地中海・後期ヘレニズム圏
古代後期__光学__中央アジア回廊__0002,2,古代後期,1–499,1,499,光学,男性,中央アジア,中央アジア回廊
古代後期__光学__グプタ朝・インド圏__0002,2,古代後期,1–499,1,499,光学,男性,南アジア,グプタ朝・インド圏
古代後期__光学__ローマ帝国__0002,2,古代後期,1–499,1,499,光学,男性,南欧,ローマ帝国
古代後期__光学__漢〜六朝中国圏__0002,2,古代後期,1–499,1,499,光学,男性,東アジア,漢〜六朝中国圏
古代後期__光学__サーサーン朝ペルシア圏__0001,2,古代後期,1–499,1,499,光学,男性,西アジア,サーサーン朝ペルシア圏
古代後期__力学__グプタ朝・インド圏__0001,2,古代後期,1–499,1,499,力学,女性,南アジア,グプタ朝・インド圏
古代後期__力学__ローマ帝国__0001,2,古代後期,1–499,1,499,力学,女性,南欧,ローマ帝国
古代後期__力学__漢〜六朝中国圏__0001,2,古代後期,1–499,1,499,力学,女性,東アジア,漢〜六朝中国圏
古代後期__力学__東地中海・後期ヘレニズム圏__0001,2,古代後期,1–499,1,499,力学,女性,東地中海,東地中海・後期ヘレニズム圏
古代後期__力学__サーサーン朝ペルシア圏__0001,2,古代後期,1–499,1,499,力学,女性,西アジア,サーサーン朝ペルシア圏
古代後期__力学__中央アジア回廊__0001,2,古代後期,1–499,1,499,力学,男性,中央アジア,中央アジア回廊
古代後期__力学__アレクサンドリア・エジプト圏__0001,2,古代後期,1–499,1,499,力学,男性,北アフリカ,アレクサンドリア・エジプト圏
古代後期__力学__ローマ帝国__0002,2,古代後期,1–499,1,499,力学,男性,南欧,ローマ帝国
古代後期__力学__漢〜六朝中国圏__0002,2,古代後期,1–499,1,499,力学,男性,東アジア,漢〜六朝中国圏
古代後期__力学__東地中海・後期ヘレニズム圏__0002,2,古代後期,1–499,1,499,力学,男性,東地中海,東地中海・後期ヘレニズム圏
古代後期__天文学・宇宙論__アレクサンドリア・エジプト圏__0001,2,古代後期,1–499,1,499,天文学・宇宙論,ノンバイナリー／その他,北アフリカ,アレクサンドリア・エジプト圏
古代後期__天文学・宇宙論__漢〜六朝中国圏__0001,2,古代後期,1–499,1,499,天文学・宇宙論,ノンバイナリー／その他,東アジア,漢〜六朝中国圏
古代後期__天文学・宇宙論__中央アジア回廊__0001,2,古代後期,1–499,1,499,天文学・宇宙論,女性,中央アジア,中央アジア回廊
古代後期__天文学・宇宙論__アレクサンドリア・エジプト圏__0002,2,古代後期,1–499,1,499,天文学・宇宙論,女性,北アフリカ,アレクサンドリア・エジプト圏
古代後期__天文学・宇宙論__グプタ朝・インド圏__0001,2,古代後期,1–499,1,499,天文学・宇宙論,女性,南アジア,グプタ朝・インド圏
古代後期__天文学・宇宙論__グプタ朝・インド圏__0002,2,古代後期,1–499,1,499,天文学・宇宙論,女性,南アジア,グプタ朝・インド圏
古代後期__天文学・宇宙論__ローマ帝国__0001,2,古代後期,1–499,1,499,天文学・宇宙論,女性,南欧,ローマ帝国
古代後期__天文学・宇宙論__ローマ帝国__0002,2,古代後期,1–499,1,499,天文学・宇宙論,女性,南欧,ローマ帝国
古代後期__天文学・宇宙論__漢〜六朝中国圏__0002,2,古代後期,1–499,1,499,天文学・宇宙論,女性,東アジア,漢〜六朝中国圏
古代後期__天文学・宇宙論__漢〜六朝中国圏__0003,2,古代後期,1–499,1,499,天文学・宇宙論,女性,東アジア,漢〜六朝中国圏
古代後期__天文学・宇宙論__東地中海・後期ヘレニズム圏__0001,2,古代後期,1–499,1,499,天文学・宇宙論,女性,東地中海,東地中海・後期ヘレニズム圏
古代後期__天文学・宇宙論__東地中海・後期ヘレニズム圏__0002,2,古代後期,1–499,1,499,天文学・宇宙論,女性,東地中海,東地中海・後期ヘレニズム圏
古代後期__天文学・宇宙論__サーサーン朝ペルシア圏__0001,2,古代後期,1–499,1,499,天文学・宇宙論,女性,西アジア,サーサーン朝ペルシア圏
古代後期__天文学・宇宙論__中央アジア回廊__0002,2,古代後期,1–499,1,499,天文学・宇宙論,男性,中央アジア,中央アジア回廊
古代後期__天文学・宇宙論__アレクサンドリア・エジプト圏__0003,2,古代後期,1–499,1,499,天文学・宇宙論,男性,北アフリカ,アレクサンドリア・エジプト圏
古代後期__天文学・宇宙論__グプタ朝・インド圏__0003,2,古代後期,1–499,1,499,天文学・宇宙論,男性,南アジア,グプタ朝・インド圏
古代後期__天文学・宇宙論__グプタ朝・インド圏__0004,2,古代後期,1–499,1,499,天文学・宇宙論,男性,南アジア,グプタ朝・インド圏
古代後期__天文学・宇宙論__ローマ帝国__0003,2,古代後期,1–499,1,499,天文学・宇宙論,男性,南欧,ローマ帝国
古代後期__天文学・宇宙論__ローマ帝国__0004,2,古代後期,1–499,1,499,天文学・宇宙論,男性,南欧,ローマ帝国
古代後期__天文学・宇宙論__漢〜六朝中国圏__0004,2,古代後期,1–499,1,499,天文学・宇宙論,男性,東アジア,漢〜六朝中国圏
古代後期__天文学・宇宙論__漢〜六朝中国圏__0005,2,古代後期,1–499,1,499,天文学・宇宙論,男性,東アジア,漢〜六朝中国圏
古代後期__天文学・宇宙論__東地中海・後期ヘレニズム圏__0003,2,古代後期,1–499,1,499,天文学・宇宙論,男性,東地中海,東地中海・後期ヘレニズム圏
古代後期__天文学・宇宙論__サーサーン朝ペルシア圏__0002,2,古代後期,1–499,1,499,天文学・宇宙論,男性,西アジア,サーサーン朝ペルシア圏
古代後期__天文学・宇宙論__サーサーン朝ペルシア圏__0003,2,古代後期,1–499,1,499,天文学・宇宙論,男性,西アジア,サーサーン朝ペルシア圏
古代後期__実験自然学__アレクサンドリア・エジプト圏__0001,2,古代後期,1–499,1,499,実験自然学,女性,北アフリカ,アレクサンドリア・エジプト圏
古代後期__実験自然学__ローマ帝国__0001,2,古代後期,1–499,1,499,実験自然学,女性,南欧,ローマ帝国
古代後期__実験自然学__漢〜六朝中国圏__0001,2,古代後期,1–499,1,499,実験自然学,女性,東アジア,漢〜六朝中国圏
古代後期__実験自然学__中央アジア回廊__0001,2,古代後期,1–499,1,499,実験自然学,男性,中央アジア,中央アジア回廊
古代後期__実験自然学__ローマ帝国__0002,2,古代後期,1–499,1,499,実験自然学,男性,南欧,ローマ帝国
古代後期__実験自然学__漢〜六朝中国圏__0002,2,古代後期,1–499,1,499,実験自然学,男性,東アジア,漢〜六朝中国圏
古代後期__数学・幾何学__中央アジア回廊__0001,2,古代後期,1–499,1,499,数学・幾何学,ノンバイナリー／その他,中央アジア,中央アジア回廊
古代後期__数学・幾何学__ローマ帝国__0001,2,古代後期,1–499,1,499,数学・幾何学,ノンバイナリー／その他,南欧,ローマ帝国
古代後期__数学・幾何学__中央アジア回廊__0002,2,古代後期,1–499,1,499,数学・幾何学,女性,中央アジア,中央アジア回廊
古代後期__数学・幾何学__中央アジア回廊__0003,2,古代後期,1–499,1,499,数学・幾何学,女性,中央アジア,中央アジア回廊
古代後期__数学・幾何学__アレクサンドリア・エジプト圏__0001,2,古代後期,1–499,1,499,数学・幾何学,女性,北アフリカ,アレクサンドリア・エジプト圏
古代後期__数学・幾何学__グプタ朝・インド圏__0001,2,古代後期,1–499,1,499,数学・幾何学,女性,南アジア,グプタ朝・インド圏
古代後期__数学・幾何学__グプタ朝・インド圏__0002,2,古代後期,1–499,1,499,数学・幾何学,女性,南アジア,グプタ朝・インド圏
古代後期__数学・幾何学__ローマ帝国__0002,2,古代後期,1–499,1,499,数学・幾何学,女性,南欧,ローマ帝国
古代後期__数学・幾何学__ローマ帝国__0003,2,古代後期,1–499,1,499,数学・幾何学,女性,南欧,ローマ帝国
古代後期__数学・幾何学__漢〜六朝中国圏__0001,2,古代後期,1–499,1,499,数学・幾何学,女性,東アジア,漢〜六朝中国圏
古代後期__数学・幾何学__漢〜六朝中国圏__0002,2,古代後期,1–499,1,499,数学・幾何学,女性,東アジア,漢〜六朝中国圏
古代後期__数学・幾何学__東地中海・後期ヘレニズム圏__0001,2,古代後期,1–499,1,499,数学・幾何学,女性,東地中海,東地中海・後期ヘレニズム圏
古代後期__数学・幾何学__東地中海・後期ヘレニズム圏__0002,2,古代後期,1–499,1,499,数学・幾何学,女性,東地中海,東地中海・後期ヘレニズム圏
古代後期__数学・幾何学__サーサーン朝ペルシア圏__0001,2,古代後期,1–499,1,499,数学・幾何学,女性,西アジア,サーサーン朝ペルシア圏
古代後期__数学・幾何学__サーサーン朝ペルシア圏__0002,2,古代後期,1–499,1,499,数学・幾何学,女性,西アジア,サーサーン朝ペルシア圏
古代後期__数学・幾何学__中央アジア回廊__0004,2,古代後期,1–499,1,499,数学・幾何学,男性,中央アジア,中央アジア回廊
