id,era_order,era_name,birth_year_band,birth_year_start,birth_year_end,field,gender,nationality_region,nationality
ルネサンス・初期近世__数学・幾何学__オーストリア・ハプスブルク圏__0001,5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,男性,東欧,オーストリア・ハプスブルク圏
近世前期__力学__イングランド__0001,6,近世前期,1600–1699,1600,1699,力学,男性,西欧,イングランド
近世前期__光学__フランス王国__0001,6,近世前期,1600–1699,1600,1699,光学,女性,西欧,フランス王国
近世前期__光学__オランダ__0001,6,近世前期,1600–1699,1600,1699,光学,男性,西欧,オランダ
近世前期__暦法・観測学__明清中国__0001,6,近世前期,1600–1699,1600,1699,暦法・観測学,男性,東アジア,明清中国
近世前期__数学・幾何学__オスマン圏__0001,6,近世前期,1600–1699,1600,1699,数学・幾何学,女性,西アジア,オスマン圏
近世前期__天文学・宇宙論__ポーランド・東欧圏__0001,6,近世前期,1600–1699,1600,1699,天文学・宇宙論,男性,東欧,ポーランド・東欧圏
近世前期__実験自然学__イングランド__0001,6,近世前期,1600–1699,1600,1699,実験自然学,女性,西欧,イングランド
近世前期__数学・幾何学__ドイツ圏__0001,6,近世前期,1600–1699,1600,1699,数学・幾何学,男性,西欧,ドイツ圏
近世後期__熱学・統計物理__英国__0001,7,近世後期,1700–1799,1700,1799,熱学・統計物理,男性,西欧,英国
近世後期__天文学・宇宙論__フランス__0001,7,近世後期,1700–1799,1700,1799,天文学・宇宙論,女性,西欧,フランス
近世後期__電磁気学__スウェーデン__0001,7,近世後期,1700–1799,1700,1799,電磁気学,男性,北欧,スウェーデン
近世後期__数学・幾何学__ロシア__0001,7,近世後期,1700–1799,1700,1799,数学・幾何学,女性,東欧,ロシア
近世後期__暦法・観測学__朝鮮__0001,7,近世後期,1700–1799,1700,1799,暦法・観測学,男性,東アジア,朝鮮
近世後期__物質論・錬金術・初期化学__オーストリア__0001,7,近世後期,1700–1799,1700,1799,物質論・錬金術・初期化学,男性,中欧,オーストリア
近世後期__数学・幾何学__スイス__0001,7,近世後期,1700–1799,1700,1799,数学・幾何学,女性,中欧,スイス
近世後期__光学__英国__0001,7,近世後期,1700–1799,1700,1799,光学,ノンバイナリー／その他,西欧,英国
近代前期__電磁気学__英国__0001,8,近代前期,1800–1849,1800,1849,電磁気学,女性,西欧,英国
近代前期__熱学・統計物理__フランス__0001,8,近代前期,1800–1849,1800,1849,熱学・統計物理,男性,西欧,フランス
近代前期__数学・幾何学__ドイツ__0001,8,近代前期,1800–1849,1800,1849,数学・幾何学,女性,西欧,ドイツ
近代前期__天文学・宇宙論__北米植民地・米国__0001,8,近代前期,1800–1849,1800,1849,天文学・宇宙論,男性,北米,北米植民地・米国
近代前期__数学・幾何学__ロシア__0001,8,近代前期,1800–1849,1800,1849,数学・幾何学,男性,東欧,ロシア
近代前期__実験自然学__オーストリア__0001,8,近代前期,1800–1849,1800,1849,実験自然学,女性,中欧,オーストリア
近代前期__力学__スイス__0001,8,近代前期,1800–1849,1800,1849,力学,男性,中欧,スイス
近代前期__光学__スウェーデン__0001,8,近代前期,1800–1849,1800,1849,光学,女性,北欧,スウェーデン
近代後期__電磁気学__日本__0001,9,近代後期,1850–1899,1850,1899,電磁気学,男性,東アジア,日本
近代後期__実験物理__英国__0001,9,近代後期,1850–1899,1850,1899,実験物理,女性,西欧,英国
近代後期__理論物理__ドイツ__0001,9,近代後期,1850–1899,1850,1899,理論物理,男性,西欧,ドイツ
近代後期__実験物理__フランス__0001,9,近代後期,1850–1899,1850,1899,実験物理,女性,西欧,フランス
近代後期__電磁気学__ロシア__0001,9,近代後期,1850–1899,1850,1899,電磁気学,男性,東欧,ロシア
近代後期__熱学・統計物理__オーストリア__0001,9,近代後期,1850–1899,1850,1899,熱学・統計物理,女性,中欧,オーストリア
近代後期__数学・幾何学__スペイン__0001,9,近代後期,1850–1899,1850,1899,数学・幾何学,男性,南欧,スペイン
近代後期__天文学・宇宙論__米国__0001,9,近代後期,1850–1899,1850,1899,天文学・宇宙論,女性,北米,米国
現代前期__理論物理__米国__0001,10,現代前期,1900–1949,1900,1949,理論物理,女性,北米,米国
現代前期__実験物理__英国__0001,10,現代前期,1900–1949,1900,1949,実験物理,男性,西欧,英国
現代前期__量子情報・量子技術__ドイツ__0001,10,現代前期,1900–1949,1900,1949,量子情報・量子技術,男性,西欧,ドイツ
現代前期__原子核物理__ソ連・ロシア__0001,10,現代前期,1900–1949,1900,1949,原子核物理,女性,東欧,ソ連・ロシア
現代前期__理論物理__日本__0001,10,現代前期,1900–1949,1900,1949,理論物理,男性,東アジア,日本
現代前期__実験物理__インド__0001,10,現代前期,1900–1949,1900,1949,実験物理,女性,南アジア,インド
現代前期__天文学・宇宙論__中国__0001,10,現代前期,1900–1949,1900,1949,天文学・宇宙論,男性,東アジア,中国
現代前期__理論物理__スイス__0001,10,現代前期,1900–1949,1900,1949,理論物理,ノンバイナリー／その他,中欧,スイス
現代中期__原子核物理__米国__0001,11,現代中期,1950–1979,1950,1979,原子核物理,男性,北米,米国
現代中期__実験物理__英国__0001,11,現代中期,1950–1979,1950,1979,実験物理,女性,西欧,英国
現代中期__宇宙物理・天体物理__フランス__0001,11,現代中期,1950–1979,1950,1979,宇宙物理・天体物理,男性,西欧,フランス
現代中期__原子核物理__ソ連・ロシア__0001,11,現代中期,1950–1979,1950,1979,原子核物理,女性,東欧,ソ連・ロシア
現代中期__凝縮系物理__日本__0001,11,現代中期,1950–1979,1950,1979,凝縮系物理,男性,東アジア,日本
現代中期__理論物理__中国__0001,11,現代中期,1950–1979,1950,1979,理論物理,女性,東アジア,中国
現代中期__材料物理__インド__0001,11,現代中期,1950–1979,1950,1979,材料物理,男性,南アジア,インド
現代中期__地球惑星物理__ブラジル__0001,11,現代中期,1950–1979,1950,1979,地球惑星物理,女性,中南米,ブラジル
現代後期__量子情報・量子技術__中国__0001,12,現代後期,1980–1999,1980,1999,量子情報・量子技術,女性,東アジア,中国
現代後期__凝縮系物理__米国__0001,12,現代後期,1980–1999,1980,1999,凝縮系物理,男性,北米,米国
現代後期__宇宙物理・天体物理__英国__0001,12,現代後期,1980–1999,1980,1999,宇宙物理・天体物理,女性,西欧,英国
現代後期__材料物理__日本__0001,12,現代後期,1980–1999,1980,1999,材料物理,男性,東アジア,日本
現代後期__計算物理__韓国__0001,12,現代後期,1980–1999,1980,1999,計算物理,女性,東アジア,韓国
現代後期__理論物理__インド__0001,12,現代後期,1980–1999,1980,1999,理論物理,男性,南アジア,インド
現代後期__量子情報・量子技術__台湾__0001,12,現代後期,1980–1999,1980,1999,量子情報・量子技術,女性,東アジア,台湾
現代後期__計算物理__オーストラリア__0001,12,現代後期,1980–1999,1980,1999,計算物理,男性,オセアニア,オーストラリア
現代最年少__計算物理__インド__0001,13,現代最年少,2000–2009,2000,2009,計算物理,男性,南アジア,インド
現代最年少__量子情報・量子技術__米国__0001,13,現代最年少,2000–2009,2000,2009,量子情報・量子技術,女性,北米,米国
現代最年少__宇宙物理・天体物理__中国__0001,13,現代最年少,2000–2009,2000,2009,宇宙物理・天体物理,男性,東アジア,中国
現代最年少__量子情報・量子技術__韓国__0001,13,現代最年少,2000–2009,2000,2009,量子情報・量子技術,女性,東アジア,韓国
現代最年少__計算物理__英国__0001,13,現代最年少,2000–2009,2000,2009,計算物理,男性,西欧,英国
現代最年少__材料物理__ナイジェリア__0001,13,現代最年少,2000–2009,2000,2009,材料物理,女性,アフリカ,ナイジェリア
現代最年少__量子情報・量子技術__オーストラリア__0001,13,現代最年少,2000–2009,2000,2009,量子情報・量子技術,ノンバイナリー／その他,オセアニア,オーストラリア
現代最年少__生物物理__カナダ__0001,13,現代最年少,2000–2009,2000,2009,生物物理,女性,北米,カナダ
